,Address,Price,Beds,Source,lat,long
0,"1901 N Lincoln Ave, Urbana, IL 61801",615,2bd,apartments.com,40.1299138,-88.22012864975372
1,"1901 N Lincoln Ave, Urbana, IL 61801",565,3bd,apartments.com,40.1299138,-88.22012864975372
2,"1901 N Lincoln Ave, Urbana, IL 61801",495,4bd,apartments.com,40.1299138,-88.22012864975372
3,"1032 Kerr Ave E, Urbana, IL 61802",745,1bd,apartments.com,40.1236031,-88.1967487
4,"1032 Kerr Ave E, Urbana, IL 61802",795,1bd,apartments.com,40.1236031,-88.1967487
5,"1032 Kerr Ave E, Urbana, IL 61802",805,1bd,apartments.com,40.1236031,-88.1967487
6,"1032 Kerr Ave E, Urbana, IL 61802",815,1bd,apartments.com,40.1236031,-88.1967487
7,"1032 Kerr Ave E, Urbana, IL 61802",845,1bd,apartments.com,40.1236031,-88.1967487
8,"1032 Kerr Ave E, Urbana, IL 61802",865,1bd,apartments.com,40.1236031,-88.1967487
9,"1032 Kerr Ave E, Urbana, IL 61802",915,2bd,apartments.com,40.1236031,-88.1967487
10,"1032 Kerr Ave E, Urbana, IL 61802",975,2bd,apartments.com,40.1236031,-88.1967487
11,"202 E Daniel St, Champaign, IL 61820",1659,1bd,apartments.com,40.1082852,-88.23655539963613
12,"202 E Daniel St, Champaign, IL 61820",1695,1bd,apartments.com,40.1082852,-88.23655539963613
13,"202 E Daniel St, Champaign, IL 61820",1269,2bd,apartments.com,40.1082852,-88.23655539963613
14,"202 E Daniel St, Champaign, IL 61820",1279,2bd,apartments.com,40.1082852,-88.23655539963613
15,"202 E Daniel St, Champaign, IL 61820",1289,2bd,apartments.com,40.1082852,-88.23655539963613
16,"202 E Daniel St, Champaign, IL 61820",899,4bd,apartments.com,40.1082852,-88.23655539963613
17,"202 E Daniel St, Champaign, IL 61820",959,4bd,apartments.com,40.1082852,-88.23655539963613
18,"202 E Daniel St, Champaign, IL 61820",999,4bd,apartments.com,40.1082852,-88.23655539963613
19,"519 E Green St, Champaign, IL 61820",1250,2bd,apartments.com,40.1101671,-88.2306188
20,"519 E Green St, Champaign, IL 61820",1400,3bd,apartments.com,40.1101671,-88.2306188
21,"51 E John St, Champaign, IL 61820",980,2bd,apartments.com,40.10891376923077,-88.24005861538461
22,"51 E John St, Champaign, IL 61820",895,4bd,apartments.com,40.10891376923077,-88.24005861538461
23,"112 E Green St, Champaign, IL 61820",850,2bd,apartments.com,40.1103785,-88.2372133
24,"112 E Green St, Champaign, IL 61820",900,2bd,apartments.com,40.1103785,-88.2372133
25,"1205 E Florida Ave, Urbana, IL 61801",899,2bd,apartments.com,40.09737245,-88.1936766
26,"1205 E Florida Ave, Urbana, IL 61801",949,2bd,apartments.com,40.09737245,-88.1936766
27,"1905 N Cunningham Ave, Urbana, IL 61802",865,Studio,apartments.com,40.13089805301729,-88.19715860901138
28,"1905 N Cunningham Ave, Urbana, IL 61802",1145,1bd,apartments.com,40.13089805301729,-88.19715860901138
29,"1905 N Cunningham Ave, Urbana, IL 61802",1295,2bd,apartments.com,40.13089805301729,-88.19715860901138
30,"1905 N Cunningham Ave, Urbana, IL 61802",1385,2bd,apartments.com,40.13089805301729,-88.19715860901138
31,"615 S Wright St, Champaign, IL 61820",1850,2bd,apartments.com,40.1145339,-88.2289391
32,"615 S Wright St, Champaign, IL 61820",2650,3bd,apartments.com,40.1145339,-88.2289391
33,"615 S Wright St, Champaign, IL 61820",2700,3bd,apartments.com,40.1145339,-88.2289391
34,"112 E Chalmers St, Champaign, IL 61820",950,3bd,apartments.com,40.106617346938776,-88.23833751020409
35,"112 E Chalmers St, Champaign, IL 61820",895,4bd,apartments.com,40.106617346938776,-88.23833751020409
36,"28 E Green St, Champaign, IL 61820",1715,1bd,apartments.com,40.11028383726212,-88.24094659777512
37,"28 E Green St, Champaign, IL 61820",1760,1bd,apartments.com,40.11028383726212,-88.24094659777512
38,"28 E Green St, Champaign, IL 61820",1515,2bd,apartments.com,40.11028383726212,-88.24094659777512
39,"28 E Green St, Champaign, IL 61820",965,3bd,apartments.com,40.11028383726212,-88.24094659777512
40,"28 E Green St, Champaign, IL 61820",875,4bd,apartments.com,40.11028383726212,-88.24094659777512
41,"502 W Green St, Urbana, IL 61801",500,4bd,apartments.com,40.11105555,-88.21380267764113
42,"410 N Lincoln Ave, Urbana, IL 61801",1259,Studio,apartments.com,40.1158964,-88.2190945
43,"410 N Lincoln Ave, Urbana, IL 61801",1549,1bd,apartments.com,40.1158964,-88.2190945
44,"410 N Lincoln Ave, Urbana, IL 61801",1029,2bd,apartments.com,40.1158964,-88.2190945
45,"410 N Lincoln Ave, Urbana, IL 61801",1039,2bd,apartments.com,40.1158964,-88.2190945
46,"410 N Lincoln Ave, Urbana, IL 61801",1039,2bd,apartments.com,40.1158964,-88.2190945
47,"410 N Lincoln Ave, Urbana, IL 61801",1049,2bd,apartments.com,40.1158964,-88.2190945
48,"410 N Lincoln Ave, Urbana, IL 61801",739,4bd,apartments.com,40.1158964,-88.2190945
49,"404 E Michigan Ave, Urbana, IL 61801",1025,2bd,apartments.com,40.10219775,-88.20306123804824
50,"404 E Michigan Ave, Urbana, IL 61801",1075,2bd,apartments.com,40.10219775,-88.20306123804824
51,"404 E Michigan Ave, Urbana, IL 61801",800,2bd,apartments.com,40.10219775,-88.20306123804824
52,"404 E Michigan Ave, Urbana, IL 61801",980,2bd,apartments.com,40.10219775,-88.20306123804824
53,"404 E Michigan Ave, Urbana, IL 61801",775,2bd,apartments.com,40.10219775,-88.20306123804824
54,"404 E Michigan Ave, Urbana, IL 61801",875,3bd,apartments.com,40.10219775,-88.20306123804824
55,"404 E Michigan Ave, Urbana, IL 61801",1025,1bd,apartments.com,40.10219775,-88.20306123804824
56,"404 E Michigan Ave, Urbana, IL 61801",770,2bd,apartments.com,40.10219775,-88.20306123804824
57,"1601 N Lincoln Ave, Urbana, IL 61801",685,2bd,apartments.com,40.128217649999996,-88.22028346175799
58,"1601 N Lincoln Ave, Urbana, IL 61801",590,3bd,apartments.com,40.128217649999996,-88.22028346175799
59,"1601 N Lincoln Ave, Urbana, IL 61801",540,4bd,apartments.com,40.128217649999996,-88.22028346175799
60,"1321 N Lincoln Ave, Urbana, IL 61801",1245,1bd,apartments.com,40.1248316,-88.2213989
61,"1321 N Lincoln Ave, Urbana, IL 61801",655,2bd,apartments.com,40.1248316,-88.2213989
62,"1321 N Lincoln Ave, Urbana, IL 61801",675,2bd,apartments.com,40.1248316,-88.2213989
63,"1321 N Lincoln Ave, Urbana, IL 61801",490,4bd,apartments.com,40.1248316,-88.2213989
64,"410 E Green St, Champaign, IL 61820",950,3bd,apartments.com,40.11034645998208,-88.23326462914497
65,"410 E Green St, Champaign, IL 61820",1000,3bd,apartments.com,40.11034645998208,-88.23326462914497
66,"509 E Green St, Champaign, IL 61820",1100,2bd,apartments.com,40.1101743,-88.2309118
67,"11 E Columbia Ave, Champaign, IL 61820",1050,1bd,apartments.com,40.12118400998356,-88.24306336774745
68,"11 E Columbia Ave, Champaign, IL 61820",1315,2bd,apartments.com,40.12118400998356,-88.24306336774745
69,"512 S Third St, Champaign, IL 61820",779,2bd,apartments.com,40.112031200000004,-88.23513212822255
70,"512 S Third St, Champaign, IL 61820",819,2bd,apartments.com,40.112031200000004,-88.23513212822255
71,"512 S Third St, Champaign, IL 61820",939,2bd,apartments.com,40.112031200000004,-88.23513212822255
72,"512 S Third St, Champaign, IL 61820",1019,2bd,apartments.com,40.112031200000004,-88.23513212822255
73,"512 S Third St, Champaign, IL 61820",939,2bd,apartments.com,40.112031200000004,-88.23513212822255
74,"512 S Third St, Champaign, IL 61820",699,3bd,apartments.com,40.112031200000004,-88.23513212822255
75,"512 S Third St, Champaign, IL 61820",709,3bd,apartments.com,40.112031200000004,-88.23513212822255
76,"512 S Third St, Champaign, IL 61820",739,3bd,apartments.com,40.112031200000004,-88.23513212822255
77,"512 S Third St, Champaign, IL 61820",799,3bd,apartments.com,40.112031200000004,-88.23513212822255
78,"512 S Third St, Champaign, IL 61820",859,3bd,apartments.com,40.112031200000004,-88.23513212822255
79,"512 S Third St, Champaign, IL 61820",669,4bd,apartments.com,40.112031200000004,-88.23513212822255
80,"512 S Third St, Champaign, IL 61820",689,4bd,apartments.com,40.112031200000004,-88.23513212822255
81,"512 S Third St, Champaign, IL 61820",709,4bd,apartments.com,40.112031200000004,-88.23513212822255
82,"512 S Third St, Champaign, IL 61820",739,4bd,apartments.com,40.112031200000004,-88.23513212822255
83,"512 S Third St, Champaign, IL 61820",779,4bd,apartments.com,40.112031200000004,-88.23513212822255
84,"200 S Vine St, Urbana, IL 61802",1495,2bd,apartments.com,40.111545,-88.204875
85,"200 S Vine St, Urbana, IL 61802",1575,2bd,apartments.com,40.111545,-88.204875
86,"200 S Vine St, Urbana, IL 61802",1700,3bd,apartments.com,40.111545,-88.204875
87,"200 S Vine St, Urbana, IL 61802",1750,3bd,apartments.com,40.111545,-88.204875
88,"911 W Springfield Ave, Urbana, IL 61801",725,1bd,apartments.com,40.1125857,-88.22037905030678
89,"911 W Springfield Ave, Urbana, IL 61801",875,1bd,apartments.com,40.1125857,-88.22037905030678
90,"911 W Springfield Ave, Urbana, IL 61801",1050,2bd,apartments.com,40.1125857,-88.22037905030678
91,"911 W Springfield Ave, Urbana, IL 61801",1125,4bd,apartments.com,40.1125857,-88.22037905030678
92,"1306 N Lincoln Ave, Urbana, IL 61801",445,1bd,apartments.com,40.1245174,-88.21855974971189
93,"1306 N Lincoln Ave, Urbana, IL 61801",425,4bd,apartments.com,40.1245174,-88.21855974971189
94,"1714 E Colorado Ave, Urbana, IL 61802",1050,1bd,apartments.com,40.095013050000006,-88.1870994
95,"1714 E Colorado Ave, Urbana, IL 61802",1150,2bd,apartments.com,40.095013050000006,-88.1870994
96,"1714 E Colorado Ave, Urbana, IL 61802",1215,2bd,apartments.com,40.095013050000006,-88.1870994
97,"1714 E Colorado Ave, Urbana, IL 61802",1375,3bd,apartments.com,40.095013050000006,-88.1870994
98,"314 S State St, Champaign, IL 61820",1375,1bd,apartments.com,40.11402970929918,-88.24669294864343
99,"314 S State St, Champaign, IL 61820",1325,1bd,apartments.com,40.11402970929918,-88.24669294864343
100,"314 S State St, Champaign, IL 61820",1695,2bd,apartments.com,40.11402970929918,-88.24669294864343
101,"405 E Stoughton St, Champaign, IL 61820",1315,Studio,apartments.com,40.113195250000004,-88.23280157498988
102,"405 E Stoughton St, Champaign, IL 61820",1485,1bd,apartments.com,40.113195250000004,-88.23280157498988
103,"405 E Stoughton St, Champaign, IL 61820",1175,2bd,apartments.com,40.113195250000004,-88.23280157498988
104,"405 E Stoughton St, Champaign, IL 61820",960,3bd,apartments.com,40.113195250000004,-88.23280157498988
105,"1009 S 2nd St, Champaign, IL 61820",755,2bd,apartments.com,40.106348122448985,-88.23711610204082
106,"1009 S 2nd St, Champaign, IL 61820",645,4bd,apartments.com,40.106348122448985,-88.23711610204082
107,"1009 S 2nd St, Champaign, IL 61820",1150,4bd,apartments.com,40.106348122448985,-88.23711610204082
108,"203 S 3rd St, Champaign, IL 61820",550,1bd,apartments.com,40.31658071428571,-88.34976187755102
109,"203 S 3rd St, Champaign, IL 61820",525,3bd,apartments.com,40.31658071428571,-88.34976187755102
110,"203 S 3rd St, Champaign, IL 61820",500,4bd,apartments.com,40.31658071428571,-88.34976187755102
111,"1010 W University Ave, Urbana, IL 61801",1099,4bd,apartments.com,40.11649808163265,-88.2210256122449
112,"1010 W University Ave, Urbana, IL 61801",1109,4bd,apartments.com,40.11649808163265,-88.2210256122449
113,"707 W Springfield Ave, Urbana, IL 61801",1360,1bd,apartments.com,40.1125953,-88.2169613
114,"707 W Springfield Ave, Urbana, IL 61801",1675,2bd,apartments.com,40.1125953,-88.2169613
115,"707 W Springfield Ave, Urbana, IL 61801",1695,2bd,apartments.com,40.1125953,-88.2169613
116,"1601 E Florida Ave, Urbana, IL 61802",629,2bd,apartments.com,40.098191,-88.188683
117,"1601 E Florida Ave, Urbana, IL 61802",525,3bd,apartments.com,40.098191,-88.188683
118,"908 N Broadway Ave, Urbana, IL 61801",775,1bd,apartments.com,40.12018438157885,-88.2077092012483
119,"908 N Broadway Ave, Urbana, IL 61801",895,2bd,apartments.com,40.12018438157885,-88.2077092012483
120,"907 E Harding Dr, Urbana, IL 61801",550,2bd,apartments.com,40.0938328,-88.1934196
121,"1557 S Hunter St, Urbana, IL 61802",700,1bd,apartments.com,40.10383,-88.185632
122,"1557 S Hunter St, Urbana, IL 61802",900,2bd,apartments.com,40.10383,-88.185632
123,"1557 S Hunter St, Urbana, IL 61802",1000,3bd,apartments.com,40.10383,-88.185632
124,"502 W Main St, Urbana, IL 61801",760,Studio,apartments.com,40.1141289,-88.21293712626144
125,"502 W Main St, Urbana, IL 61801",855,1bd,apartments.com,40.1141289,-88.21293712626144
126,"502 W Main St, Urbana, IL 61801",920,2bd,apartments.com,40.1141289,-88.21293712626144
127,"502 W Main St, Urbana, IL 61801",1040,3bd,apartments.com,40.1141289,-88.21293712626144
128,"2502 Prairie Green Dr, Urbana, IL 61802",775,1bd,apartments.com,40.1054801,-88.17380514987332
129,"2502 Prairie Green Dr, Urbana, IL 61802",875,2bd,apartments.com,40.1054801,-88.17380514987332
130,"2502 Prairie Green Dr, Urbana, IL 61802",1050,3bd,apartments.com,40.1054801,-88.17380514987332
131,"305 W Clark St, Champaign, IL 61820",1395,1bd,apartments.com,40.1150709,-88.247602
132,"305 W Clark St, Champaign, IL 61820",1670,2bd,apartments.com,40.1150709,-88.247602
133,"409 E Chalmers St, Champaign, IL 61820",9000,2bd,apartments.com,40.1064312,-88.23236031069004
134,"409 E Chalmers St, Champaign, IL 61820",21500,2bd,apartments.com,40.1064312,-88.23236031069004
135,"409 E Chalmers St, Champaign, IL 61820",9750,2bd,apartments.com,40.1064312,-88.23236031069004
136,"409 E Chalmers St, Champaign, IL 61820",15500,3bd,apartments.com,40.1064312,-88.23236031069004
137,"409 E Chalmers St, Champaign, IL 61820",15500,4bd,apartments.com,40.1064312,-88.23236031069004
138,"310 E Springfield Ave, Champaign, IL 61820",1519,Studio,apartments.com,40.1131053,-88.23515145361105
139,"310 E Springfield Ave, Champaign, IL 61820",1375,1bd,apartments.com,40.1131053,-88.23515145361105
140,"310 E Springfield Ave, Champaign, IL 61820",1485,1bd,apartments.com,40.1131053,-88.23515145361105
141,"310 E Springfield Ave, Champaign, IL 61820",1610,1bd,apartments.com,40.1131053,-88.23515145361105
142,"310 E Springfield Ave, Champaign, IL 61820",1665,1bd,apartments.com,40.1131053,-88.23515145361105
143,"310 E Springfield Ave, Champaign, IL 61820",1670,1bd,apartments.com,40.1131053,-88.23515145361105
144,"310 E Springfield Ave, Champaign, IL 61820",1675,1bd,apartments.com,40.1131053,-88.23515145361105
145,"310 E Springfield Ave, Champaign, IL 61820",1690,1bd,apartments.com,40.1131053,-88.23515145361105
146,"310 E Springfield Ave, Champaign, IL 61820",1730,1bd,apartments.com,40.1131053,-88.23515145361105
147,"310 E Springfield Ave, Champaign, IL 61820",999,2bd,apartments.com,40.1131053,-88.23515145361105
148,"310 E Springfield Ave, Champaign, IL 61820",1024,2bd,apartments.com,40.1131053,-88.23515145361105
149,"310 E Springfield Ave, Champaign, IL 61820",1034,2bd,apartments.com,40.1131053,-88.23515145361105
150,"310 E Springfield Ave, Champaign, IL 61820",910,3bd,apartments.com,40.1131053,-88.23515145361105
151,"708 S 6th St, Champaign, IL 61820",1650,Studio,apartments.com,40.1118866,-88.0369831
152,"708 S 6th St, Champaign, IL 61820",1820,Studio,apartments.com,40.1118866,-88.0369831
153,"708 S 6th St, Champaign, IL 61820",1950,Studio,apartments.com,40.1118866,-88.0369831
154,"708 S 6th St, Champaign, IL 61820",1600,2bd,apartments.com,40.1118866,-88.0369831
155,"708 S 6th St, Champaign, IL 61820",1025,4bd,apartments.com,40.1118866,-88.0369831
156,"708 S 6th St, Champaign, IL 61820",1175,4bd,apartments.com,40.1118866,-88.0369831
157,"708 S 6th St, Champaign, IL 61820",1120,4bd,apartments.com,40.1118866,-88.0369831
158,"708 S 6th St, Champaign, IL 61820",1165,4bd,apartments.com,40.1118866,-88.0369831
159,"708 S 6th St, Champaign, IL 61820",1195,4bd,apartments.com,40.1118866,-88.0369831
160,"301 W University Ave, Champaign, IL 61820",1375,1bd,apartments.com,40.116167,-88.246968
161,"608 E University Ave, Champaign, IL 61820",1425,1bd,apartments.com,40.1164485,-88.2295393
162,"608 E University Ave, Champaign, IL 61820",1530,1bd,apartments.com,40.1164485,-88.2295393
163,"608 E University Ave, Champaign, IL 61820",1899,1bd,apartments.com,40.1164485,-88.2295393
164,"608 E University Ave, Champaign, IL 61820",899,2bd,apartments.com,40.1164485,-88.2295393
165,"608 E University Ave, Champaign, IL 61820",815,4bd,apartments.com,40.1164485,-88.2295393
166,"705 S 1st St, Champaign, IL 61820",633,3bd,apartments.com,40.310626395089656,-88.34680719460762
167,"705 S 1st St, Champaign, IL 61820",496,4bd,apartments.com,40.310626395089656,-88.34680719460762
168,"217 S Neil St, Champaign, IL 61820",1670,2bd,apartments.com,40.11426824418605,-88.243385
169,"217 S Neil St, Champaign, IL 61820",1720,2bd,apartments.com,40.11426824418605,-88.243385
170,"217 S Neil St, Champaign, IL 61820",1770,2bd,apartments.com,40.11426824418605,-88.243385
171,"217 S Neil St, Champaign, IL 61820",1999,2bd,apartments.com,40.11426824418605,-88.243385
172,"715 S Randolph St, Champaign, IL 61820",800,2bd,apartments.com,40.10764305,-88.24566044185592
173,"715 S Randolph St, Champaign, IL 61820",850,3bd,apartments.com,40.10764305,-88.24566044185592
174,"303 W Green St, Champaign, IL 61820",925,1bd,apartments.com,40.1095081,-88.2472886
175,"303 W Green St, Champaign, IL 61820",600,2bd,apartments.com,40.1095081,-88.2472886
176,"303 W Green St, Champaign, IL 61820",450,3bd,apartments.com,40.1095081,-88.2472886
177,"404 Edgebrook Dr, Champaign, IL 61820",615,Studio,apartments.com,40.13146520502175,-88.24850222689274
178,"404 Edgebrook Dr, Champaign, IL 61820",760,1bd,apartments.com,40.13146520502175,-88.24850222689274
179,"404 Edgebrook Dr, Champaign, IL 61820",830,2bd,apartments.com,40.13146520502175,-88.24850222689274
180,"808 N Lincoln Ave, Urbana, IL 61801",995,2bd,apartments.com,40.1193392244898,-88.21931757142858
181,"813 W Main St, Urbana, IL 61801",995,2bd,apartments.com,40.11428712209252,-88.21779520040691
182,"211 N Central Ave, Urbana, IL 61801",835,1bd,apartments.com,40.11375842857143,-88.2115669387755
183,"208 N Harvey St, Urbana, IL 61801",1295,2bd,apartments.com,40.114215650000006,-88.22207415
184,"208 N Harvey St, Urbana, IL 61801",1695,3bd,apartments.com,40.114215650000006,-88.22207415
185,"1003 W Stoughton St, Urbana, IL 61801",1050,1bd,apartments.com,40.11336285,-88.22111634999999
186,"1003 W Stoughton St, Urbana, IL 61801",1050,2bd,apartments.com,40.11336285,-88.22111634999999
187,"302 W Locust St, Urbana, IL 61801",685,1bd,apartments.com,40.113620551020404,-88.21050532653061
188,"1303 Silver St, Urbana, IL 61801",840,1bd,apartments.com,40.09139810204081,-88.1928676122449
189,"1303 Silver St, Urbana, IL 61801",975,2bd,apartments.com,40.09139810204081,-88.1928676122449
190,"705 W Elm St, Urbana, IL 61801",675,Studio,apartments.com,40.111381017317534,-88.21627926419006
191,"705 W Elm St, Urbana, IL 61801",925,2bd,apartments.com,40.111381017317534,-88.21627926419006
192,"705 W Elm St, Urbana, IL 61801",415,3bd,apartments.com,40.111381017317534,-88.21627926419006
193,"705 W Elm St, Urbana, IL 61801",1595,4bd,apartments.com,40.111381017317534,-88.21627926419006
194,"202 N Race St, Urbana, IL 61801",840,Studio,apartments.com,40.1135446,-88.2087962
195,"202 N Race St, Urbana, IL 61801",950,1bd,apartments.com,40.1135446,-88.2087962
196,"202 N Race St, Urbana, IL 61801",960,1bd,apartments.com,40.1135446,-88.2087962
197,"202 N Race St, Urbana, IL 61801",1030,2bd,apartments.com,40.1135446,-88.2087962
198,"202 N Race St, Urbana, IL 61801",1075,2bd,apartments.com,40.1135446,-88.2087962
199,"202 N Race St, Urbana, IL 61801",1105,2bd,apartments.com,40.1135446,-88.2087962
200,"202 N Race St, Urbana, IL 61801",1115,2bd,apartments.com,40.1135446,-88.2087962
201,"202 N Race St, Urbana, IL 61801",1130,2bd,apartments.com,40.1135446,-88.2087962
202,"202 N Race St, Urbana, IL 61801",1199,2bd,apartments.com,40.1135446,-88.2087962
203,"300 E Fairlawn Dr, Urbana, IL 61801",960,1bd,apartments.com,40.103837,-88.204825
204,"300 E Fairlawn Dr, Urbana, IL 61801",1024,1bd,apartments.com,40.103837,-88.204825
205,"300 E Fairlawn Dr, Urbana, IL 61801",1620,2bd,apartments.com,40.103837,-88.204825
206,"300 E Fairlawn Dr, Urbana, IL 61801",515,2bd,apartments.com,40.103837,-88.204825
207,"300 E Fairlawn Dr, Urbana, IL 61801",605,2bd,apartments.com,40.103837,-88.204825
208,"300 E Fairlawn Dr, Urbana, IL 61801",530,2bd,apartments.com,40.103837,-88.204825
209,"300 E Fairlawn Dr, Urbana, IL 61801",550,2bd,apartments.com,40.103837,-88.204825
210,"57 E Springfield Ave, Champaign, IL 61820",575,6bd,apartments.com,40.11254385714286,-88.23933957142857
211,"1407 S State St, Champaign, IL 61820",940,1bd,apartments.com,40.09974271428572,-88.2467724489796
212,"1407 S State St, Champaign, IL 61820",1045,2bd,apartments.com,40.09974271428572,-88.2467724489796
213,"520 N Neil St, Champaign, IL 61820",1550,1bd,apartments.com,40.12076925,-88.24329427507661
214,"520 N Neil St, Champaign, IL 61820",1620,2bd,apartments.com,40.12076925,-88.24329427507661
215,"520 N Neil St, Champaign, IL 61820",1720,2bd,apartments.com,40.12076925,-88.24329427507661
